frame,timestamp,x,y,z,qw,qx,qy,qz,v_x (m/s),v_y (m/s),v_z (m/s),w_x (rad/s),w_y (rad/s),w_z (rad/s),acc x (m/s^2),acc y (m/s^2),acc z (m/s^2),roll,pitch,yaw
878,20396502008,-23.800546646118164,61.24238586425781,0.09412002563476562,0.9999864410163584,0.0,-0.0,-0.005207473805720072,0.0,-0.0,-0.2939999997615814,0.0,-0.0,-0.0,0.0,-0.0,-9.800000190734863,0.0,-0.0,-0.01041499468373021
879,20406502008,-23.800546646118164,61.24238586425781,0.0902000442147255,0.9999864410163584,0.0,-0.0,-0.005207473805720072,0.0,-0.0,-0.3919999897480011,0.0,-0.0,-0.0,0.0,-0.0,-9.799999237060547,0.0,-0.0,-0.01041499468373021
880,20416502007,-23.800546646118164,61.24238586425781,0.0853000208735466,0.9999864410163584,0.0,-0.0,-0.005207473805720072,0.0,-0.0,-0.4899999797344208,0.0,-0.0,-0.0,0.0,-0.0,-9.799999237060547,0.0,-0.0,-0.01041499468373021
881,20426502007,-23.800546646118164,61.24238586425781,0.07942001521587372,0.9999864410163584,0.0,-0.0,-0.005207473805720072,0.0,-0.0,-0.5879999995231628,0.0,-0.0,-0.0,0.0,-0.0,-9.800002098083496,0.0,-0.0,-0.01041499468373021
882,20436502007,-23.800546646118164,61.24238586425781,0.07292083650827408,0.9999864410163584,0.0,-0.0,-0.005207473805720072,0.0,-0.0,-0.6499363780021667,-0.00044292787788435817,0.00018683887901715934,1.7491216808274146e-12,0.0,-0.0,-6.193637847900391,0.0,-0.0,-0.01041499468373021
883,20446502007,-23.800546646118164,61.24238586425781,0.06700301915407181,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-1.0590547105948644e-07,-2.2280735265667317e-06,-0.591778039932251,-0.00021339982049539685,0.00013214298815000802,7.050624528659455e-09,-1.0590547390165739e-05,-0.00022280735720414668,5.815834045410156,0.0,-0.0,-0.01041499468373021
884,20456502006,-23.800546646118164,61.24238586425781,0.06157264485955238,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-8.158038866667994e-08,-1.6871613297553267e-06,-0.5430380702018738,-0.00013878810568712652,9.76341325440444e-05,-6.086086301593241e-09,2.4325081540155225e-06,5.40912187716458e-05,4.873996734619141,0.0,-0.0,-0.01041499468373021
885,20466502006,-23.800546646118164,61.24238586425781,0.05658992752432823,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-8.267785034377084e-08,-1.2283089745324105e-06,-0.49827253818511963,-0.00014844961697235703,0.00010240588017040864,-7.208138530501174e-10,-1.0974616770909051e-07,4.5885237341281027e-05,4.476552963256836,0.0,-0.0,-0.01041499468373021
886,20476502006,-23.800546646118164,61.24238586425781,0.05201831832528114,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-5.606609221331382e-08,-1.3413051647148677e-06,-0.45716163516044617,-0.0001549194857943803,6.57591299386695e-05,-4.224406158215288e-09,2.661175813045702e-06,-1.129961856349837e-05,4.111090183258057,0.0,-0.0,-0.01041499468373021
887,20486502006,-23.800546646118164,61.24238586425781,0.04782421141862869,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-7.199930962542567e-08,-1.0381281754234806e-06,-0.4194090962409973,-0.00012380846601445228,8.779278869042173e-05,-6.49548748121731e-11,-1.593321712789475e-06,3.0317698474391364e-05,3.7752537727355957,0.0,-0.0,-0.01041499468373021
888,20496502005,-23.800546646118164,61.24238586425781,0.04397674277424812,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-3.928982295064998e-08,-7.898712510723271e-07,-0.38474470376968384,-4.078710844623856e-05,4.8532107030041516e-05,-7.156164993915581e-09,3.2709485822124407e-06,2.4825692889862694e-05,3.4664392471313477,0.0,-0.0,-0.01041499468373021
889,20506502005,-23.800546646118164,61.24238586425781,0.04044754058122635,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-1.3921900965385703e-08,-1.019425326376222e-06,-0.35291948914527893,-4.36855734733399e-05,8.721744961803779e-06,-6.419996756434898e-10,2.536792180762859e-06,-2.2955407985136844e-05,3.182521343231201,0.0,-0.0,-0.01041499468373021
890,20516502005,-23.800546646118164,61.24238586425781,0.03721050173044205,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-2.742442717362792e-08,-5.930476163484855e-07,-0.3237023949623108,-8.650344534544274e-05,2.9845999961253256e-05,-2.0955210899842314e-09,-1.350252659904072e-06,4.263777009327896e-05,2.9217095375061035,0.0,-0.0,-0.01041499468373021
891,20526502005,-23.800546646118164,61.24238586425781,0.034241676330566406,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-2.6631786553821257e-08,-6.03267949372821e-07,-0.29688146710395813,-8.791442814981565e-05,3.0129087463137694e-05,9.852761939654897e-10,7.926406198066616e-08,-1.022033302433556e-06,2.6820926666259766,0.0,-0.0,-0.01041499468373021
892,20536502005,-23.800546646118164,61.24238586425781,0.031519051641225815,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-7.808318436275385e-09,-2.375480931959828e-07,-0.2722642123699188,-5.342355871107429e-05,9.881189726002049e-06,-6.667914664859609e-09,1.8823467371476e-06,3.657198612927459e-05,2.4617254734039307,0.0,-0.0,-0.01041499468373021
893,20546502004,-23.800546646118164,61.24238586425781,0.029022330418229103,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-2.56884362670462e-08,-3.9377113125738106e-07,-0.2496708184480667,-1.3951638493381324e-06,2.9424158128676936e-05,2.2256836373912847e-09,-1.7880119003166328e-06,-1.5622303180862218e-05,2.2593393325805664,0.0,-0.0,-0.01041499468373021
894,20556502004,-23.800546646118164,61.24238586425781,0.026732977479696274,0.9999864410163584,0.0,-0.0,-0.005207473805720072,8.175924826048231e-09,-1.4974915529819555e-07,-0.22893542051315308,-2.6365310077380855e-06,-1.0716315046011005e-05,-5.445114137359042e-09,3.3864359920698917e-06,2.440219759591855e-05,2.0735397338867188,0.0,-0.0,-0.01041499468373021
895,20566502004,-23.800546646118164,61.24238586425781,0.024633903056383133,0.9999864410163584,0.0,-0.0,-0.005207473805720072,7.048307715251667e-09,-1.260954576309814e-07,-0.2099071443080902,-1.6482401861139806e-06,-1.1807245755335316e-05,-1.1950742617727883e-09,-1.1276171107965638e-07,2.3653697098779958e-06,1.9028276205062866,0.0,-0.0,-0.01041499468373021
896,20576502004,-23.800546646118164,61.24238586425781,0.022709425538778305,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-2.4151528776883424e-08,-2.218306320855845e-07,-0.19244834780693054,1.028715587381157e-06,2.8107784601161256e-05,5.947991432719846e-09,-3.1199836030282313e-06,-9.573517672833987e-06,1.7458796501159668,0.0,-0.0,-0.01041499468373021
897,20586502003,-23.800546646118164,61.24238586425781,0.020945128053426743,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-4.351480509257044e-09,-1.630790613660338e-08,-0.17642852663993835,-4.970434383722022e-05,8.070443982433062e-06,-2.6515574180763224e-09,1.9800047539320076e-06,2.055227196251508e-05,1.6019821166992188,0.0,-0.0,-0.01041499468373021
898,20596502003,-23.800546646118164,61.24238586425781,0.019327811896800995,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-1.9918319438261278e-08,-3.462357511807568e-08,-0.16173233091831207,3.190813004039228e-06,2.6527579393587075e-05,3.413084814773981e-10,-1.5566838555969298e-06,-1.831566919463512e-06,1.4696195125579834,0.0,-0.0,-0.01041499468373021
899,20606502003,-23.800546646118164,61.24238586425781,0.017845306545495987,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-2.0696779845508217e-09,7.225104781127811e-08,-0.14825032651424408,4.1894516471074894e-05,5.220606453804066e-06,-4.949108234342248e-09,1.7848641391537967e-06,1.068746223609196e-05,1.3482004404067993,0.0,-0.0,-0.01041499468373021
900,20616502003,-23.800546646118164,61.24238586425781,0.016486473381519318,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-5.223843579926779e-09,-2.144813038285065e-07,-0.1358819454908371,4.4866144889965653e-05,3.952280621888349e-06,3.288766592390857e-09,-3.154165710839152e-07,-2.867323564714752e-05,1.2368381023406982,0.0,-0.0,-0.01041499468373021
901,20626502003,-23.800546646118164,61.24238586425781,0.015241088345646858,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-2.805967902475004e-09,-3.6460210850464136e-08,-0.1245381310582161,-3.090599420829676e-05,3.867647592414869e-06,-8.19705248122915e-10,2.4178757485060487e-07,1.7802109141484834e-05,1.1343814134597778,0.0,-0.0,-0.01041499468373021
902,20636502002,-23.800546646118164,61.24238586425781,0.014099731110036373,0.9999864410163584,0.0,-0.0,-0.005207473805720072,2.811366783816993e-08,-8.61013802477828e-08,-0.1141342893242836,-4.345309207565151e-05,-3.7802841688971967e-05,-5.0182231703388425e-09,3.0919636628823355e-06,-4.964117124472978e-06,1.0403841733932495,0.0,-0.0,-0.01041499468373021
903,20646502002,-23.800546646118164,61.24238586425781,0.013053817674517632,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-1.7622614478796095e-08,-4.729375557843696e-09,-0.10459193587303162,8.724347026145551e-06,2.056898665614426e-05,3.288461281059085e-09,-4.573628302750876e-06,8.137200893543195e-06,0.954235315322876,0.0,-0.0,-0.01041499468373021
904,20656502002,-23.800546646118164,61.24238586425781,0.01209537498652935,0.9999864410163584,0.0,-0.0,-0.005207473805720072,3.4984395935744317e-10,-6.019207887675293e-08,-0.09584266692399979,-4.066432666149922e-05,4.942025952914264e-07,1.0829820373814414e-09,1.7972458863368956e-06,-5.546270131162601e-06,0.8749269247055054,0.0,-0.0,-0.01041499468373021
905,20666502002,-23.800546646118164,61.24238586425781,0.011217193678021431,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-1.3290661016185368e-08,8.488692060382164e-08,-0.08781852573156357,1.1299527614028193e-05,1.8743734472081997e-05,4.283133570037734e-10,-1.3640504903378314e-06,1.4507900232274551e-05,0.8024141192436218,0.0,-0.0,-0.01041499468373021
906,20676502001,-23.800546646118164,61.24238586425781,0.010412558913230896,0.9999864410163584,0.0,-0.0,-0.005207473805720072,3.089368050268604e-08,-1.955240946927006e-07,-0.08046261966228485,5.101487477077171e-05,-4.29420470027253e-05,-2.5908097889271176e-09,4.418433945829747e-06,-2.804110226861667e-05,0.7355905771255493,0.0,-0.0,-0.01041499468373021
907,20686502001,-23.800546646118164,61.24238586425781,0.009675368666648865,0.9999864410163584,0.0,-0.0,-0.005207473805720072,4.112734874883728e-10,8.464802192520438e-09,-0.07371748983860016,-3.7565358070423827e-05,-2.9360910502873594e-06,2.544129573678333e-09,-3.048240841962979e-06,2.039888931903988e-05,0.6745129823684692,0.0,-0.0,-0.01041499468373021
908,20696502001,-23.800546646118164,61.24238586425781,0.009000015445053577,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-1.2759691969677078e-08,4.265388753310617e-08,-0.06753383576869965,1.4818649106018711e-05,1.7068463421310298e-05,1.024520190906486e-10,-1.317096575803589e-06,3.4189085909019923e-06,0.6183654069900513,0.0,-0.0,-0.01041499468373021
909,20706502001,-23.800546646118164,61.24238586425781,0.008381347171962261,0.9999864410163584,0.0,-0.0,-0.005207473805720072,1.7315555211894207e-08,-8.041902788136213e-08,-0.06186594441533089,1.6816589777590707e-05,-2.309964293090161e-05,-7.889142672468097e-10,3.007524810527684e-06,-1.2307290489843581e-05,0.5667891502380371,0.0,-0.0,-0.01041499468373021
910,20716502001,-23.800546646118164,61.24238586425781,0.007814674638211727,0.9999864410163584,0.0,-0.0,-0.005207473805720072,-1.2136915472638066e-08,1.0246388626455882e-07,-0.056669194251298904,1.772876021277625e-05,1.5802183042978868e-05,2.4895774330957465e-09,-2.945247160823783e-06,1.8288292267243378e-05,0.5196750164031982,0.0,-0.0,-0.01041499468373021
911,20726502000,-23.800546646118164,61.24238586425781,0.0072956085205078125,0.9999864410163584,0.0,-0.0,-0.005207473805720072,1.9459891476003577e-08,-5.2499540714734394e-08,-0.051906976848840714,1.982775575015694e-05,-2.5714720322866924e-05,-8.527512029843365e-10,3.1596805456501897e-06,-1.5496343621634878e-05,0.4762217402458191,0.0,-0.0,-0.01041499468373021
912,20736502000,-23.800546646118164,61.24238586425781,0.006820182781666517,0.9999864410163584,0.0,-0.0,-0.005207473805720072,2.312275482196924e-09,-5.879631359562154e-08,-0.04754270613193512,-3.003523488587234e-05,-5.289843102218583e-06,3.787526736687141e-09,-1.714761651783192e-06,-6.296772880887147e-07,0.4364270567893982,0.0,-0.0,-0.01041499468373021
